restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active,avg_prep_time_est
REST11459,Madras House Central,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST16817,Spicy Curry Bhojanalay,Delhi,South Indian,Cloud Kitchen,<=15,True,15.0
REST11016,Taste Of Kitchen Zone,Bengaluru,Desserts,Restaurant,<=15,True,15.0
REST19461,Flavours Of Biryani Point,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST07194,Urban Paratha Darbar,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST16005,Sri Darshini Clouds,Hyderabad,North Indian,Restaurant,<=15,True,15.0
REST17303,Tandoori Kitchen Bhojanalay,Pune,Chinese,Restaurant,16-25,False,20.5
REST16049,Kolkata Biryani Clouds,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST07525,Namma Express Bhojanalay,Ahmedabad,Fast Food,Restaurant,26-40,False,33.0
REST00523,Taste Of Pizza Delight,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST02302,Grand Cafe Clouds,Kolkata,Desserts,Cloud Kitchen,26-40,True,33.0
REST15859,Flavours Of Sweets Mahal,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST04945,Spicy Kitchen Darbar,Bengaluru,South Indian,Cloud Kitchen,26-40,True,33.0
REST19432,Spicy Biryani Nest,Hyderabad,Pizza,Cloud Kitchen,<=15,True,15.0
REST05813,Classic Express Heaven,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST11065,Delhi Delights Adda,Chennai,Biryani,Cloud Kitchen,<=15,True,15.0
REST15445,Delhi Sweets Darbar,Bengaluru,South Indian,Cloud Kitchen,<=15,True,15.0
REST15335,Kolkata Curry Heaven,Hyderabad,North Indian,Restaurant,<=15,True,15.0
REST06159,Kolkata Cafe Point,Pune,Pizza,Restaurant,26-40,True,33.0
REST11220,Madras Express Hub,Pune,Fast Food,Restaurant,26-40,True,33.0
REST09082,Flavours Of Thali Central,Mumbai,Desserts,Restaurant,26-40,True,33.0
REST16738,Urban Curry Corner,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST02279,Delhi Wraps Stop,Chennai,Chinese,Restaurant,16-25,True,20.5
REST15702,Taste Of Curry Cafe,Mumbai,Fast Food,Restaurant,<=15,True,15.0
REST17668,Punjabi House Cafe,Delhi,South Indian,Cloud Kitchen,<=15,True,15.0
REST04193,Royal House Nest,Kolkata,North Indian,Cloud Kitchen,16-25,False,20.5
REST16283,Punjabi Kitchen Corner,Kolkata,Pizza,Restaurant,26-40,True,33.0
REST19677,Madras House Adda,Delhi,North Indian,Restaurant,16-25,True,20.5
REST02078,Delhi Tandoor Cafe,Ahmedabad,Biryani,Cloud Kitchen,>40,True,45.0
REST03728,Bombay Grill Zone,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST06768,Madras Express Delight,Hyderabad,South Indian,Restaurant,16-25,True,20.5
REST18964,Punjabi House Stop,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST04212,Hot & Crispy Pizza Darbar,Bengaluru,Healthy,Restaurant,>40,True,45.0
REST19102,Urban Wraps Clouds,Kolkata,North Indian,Restaurant,26-40,True,33.0
REST16263,Royal Delights Nest,Bengaluru,Chinese,Cloud Kitchen,>40,True,45.0
REST11356,Delhi Grill Central,Delhi,Biryani,Restaurant,<=15,True,15.0
REST05101,Grand Grill Adda,Bengaluru,Chinese,Restaurant,>40,True,45.0
REST00537,Kolkata Darshini Corner,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST14692,Royal Tandoor Bhojanalay,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST13096,Kolkata Delights Adda,Delhi,Chinese,Restaurant,<=15,True,15.0
REST10221,Sri Delights Corner,Mumbai,Biryani,Restaurant,26-40,True,33.0
REST15665,Urban Wraps Stop,Kolkata,Chinese,Cloud Kitchen,26-40,True,33.0
REST03950,Spicy Curry Cafe,Kolkata,Biryani,Cloud Kitchen,<=15,True,15.0
REST14656,Bombay Wraps Clouds,Bengaluru,Fast Food,Restaurant,<=15,True,15.0
REST00511,Delhi Grill Mahal,Hyderabad,South Indian,Restaurant,26-40,True,33.0
REST04658,Namma Tandoor Delight,Mumbai,Chinese,Cloud Kitchen,26-40,True,33.0
REST03496,Spicy Tandoor Nest,Delhi,Fast Food,Cloud Kitchen,<=15,True,15.0
REST14660,Punjabi Grill Heaven,Kolkata,North Indian,Restaurant,26-40,True,33.0
REST18198,Hot & Crispy Curry Clouds,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST03787,Taste Of Tandoor Mahal,Bengaluru,Chinese,Cloud Kitchen,<=15,True,15.0
REST14466,Delhi Delights Point,Mumbai,Desserts,Cloud Kitchen,26-40,True,33.0
REST08442,Spicy Express Corner,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST16876,Tandoori Kitchen Delight,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST17324,Royal Pizza Corner,Ahmedabad,South Indian,Restaurant,16-25,False,20.5
REST15358,Annapurna Mess Palace,Mumbai,Chinese,Restaurant,26-40,True,33.0
REST17176,Annapurna Pizza Clouds,Ahmedabad,Biryani,Restaurant,26-40,True,33.0
REST15365,Tandoori House Point,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST19774,Sri Pizza Clouds,Kolkata,Biryani,Cloud Kitchen,26-40,False,33.0
REST04883,Grand Sweets Darbar,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST07022,Royal Grill Cafe,Bengaluru,North Indian,Cloud Kitchen,<=15,True,15.0
REST18996,Grand Wraps Delight,Hyderabad,Fast Food,Cloud Kitchen,16-25,True,20.5
REST11583,Royal House Darbar,Mumbai,South Indian,Cloud Kitchen,16-25,False,20.5
REST10314,Urban Express Corner,Kolkata,Biryani,Restaurant,<=15,True,15.0
REST10109,Classic Kitchen Nest,Pune,Pizza,Restaurant,26-40,True,33.0
REST19002,Kolkata Tandoor Hub,Mumbai,Chinese,Cloud Kitchen,<=15,True,15.0
REST14288,Hot & Crispy Mess Corner,Ahmedabad,North Indian,Restaurant,16-25,False,20.5
REST16092,Namma Curry Delight,Ahmedabad,South Indian,Cloud Kitchen,26-40,True,33.0
REST01809,Urban Thali Corner,Delhi,North Indian,Restaurant,<=15,True,15.0
REST13007,Grand Mess Adda,Bengaluru,Fast Food,Cloud Kitchen,<=15,True,15.0
REST14568,Hot & Crispy Grill Heaven,Hyderabad,Fast Food,Restaurant,16-25,True,20.5
REST04943,Madras Wraps Stop,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST01308,Hot & Crispy Pizza Adda,Delhi,North Indian,Restaurant,>40,True,45.0
REST03335,Tandoori Tandoor Palace,Pune,Biryani,Restaurant,16-25,True,20.5
REST08747,Annapurna Kitchen Adda,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST01324,Punjabi Paratha Corner,Bengaluru,South Indian,Cloud Kitchen,>40,True,45.0
REST11812,Thindi Mane Darshini Heaven,Kolkata,Fast Food,Restaurant,16-25,True,20.5
REST13860,Tandoori Grill Zone,Kolkata,Desserts,Restaurant,26-40,True,33.0
REST08921,Punjabi Cafe Nest,Pune,Healthy,Restaurant,26-40,True,33.0
REST11326,Hot & Crispy Pizza Stop,Hyderabad,Biryani,Cloud Kitchen,16-25,True,20.5
REST15088,Tandoori Thali Hub,Delhi,Chinese,Restaurant,16-25,False,20.5
REST18550,Namma House Cafe,Ahmedabad,South Indian,Restaurant,<=15,True,15.0
REST17595,Classic Cafe Corner,Delhi,Healthy,Cloud Kitchen,26-40,True,33.0
REST10738,Punjabi Thali Point,Ahmedabad,Pizza,Restaurant,16-25,False,20.5
REST09978,Fresh Delights Darbar,Delhi,Chinese,Restaurant,16-25,True,20.5
REST17762,Spicy Paratha Darbar,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST09808,Annapurna Grill Central,Chennai,South Indian,Cloud Kitchen,26-40,True,33.0
REST16130,Sri Express Point,Ahmedabad,Desserts,Cloud Kitchen,16-25,True,20.5
REST12356,Fresh Tandoor Nest,Kolkata,Healthy,Cloud Kitchen,<=15,True,15.0
REST18000,Punjabi Grill Palace,Chennai,Chinese,Restaurant,26-40,True,33.0
REST03614,Sri Express Nest,Chennai,Healthy,Restaurant,16-25,True,20.5
REST02599,Delhi Grill Heaven,Mumbai,Chinese,Cloud Kitchen,<=15,True,15.0
REST09654,Urban Kitchen Zone,Bengaluru,Pizza,Restaurant,26-40,False,33.0
REST05053,Sri Kitchen Point,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST06010,Classic Biryani Stop,Ahmedabad,Biryani,Cloud Kitchen,16-25,True,20.5
REST14803,Namma Thali Heaven,Kolkata,Chinese,Restaurant,16-25,True,20.5
REST10137,Urban Tandoor Point,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST15749,Tandoori Express Zone,Pune,Pizza,Cloud Kitchen,16-25,True,20.5
REST11954,Madras Wraps Central,Ahmedabad,Desserts,Restaurant,16-25,True,20.5
REST12455,Annapurna Darshini Cafe,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST11390,Classic Sweets Cafe,Chennai,South Indian,Cloud Kitchen,<=15,True,15.0
REST04142,Classic Sweets Darbar,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST11434,Delhi Wraps Darbar,Bengaluru,Biryani,Restaurant,>40,True,45.0
REST17004,Taste Of Express Cafe,Kolkata,Biryani,Restaurant,<=15,True,15.0
REST08316,Madras Pizza Stop,Pune,Biryani,Restaurant,26-40,True,33.0
REST12014,Spicy Express Zone,Delhi,Fast Food,Cloud Kitchen,16-25,True,20.5
REST06732,Madras Tandoor Palace,Bengaluru,North Indian,Restaurant,16-25,False,20.5
REST15597,Delhi Express Clouds,Hyderabad,Biryani,Restaurant,<=15,True,15.0
REST00877,Annapurna Tandoor Bhojanalay,Ahmedabad,South Indian,Cloud Kitchen,>40,True,45.0
REST13616,Urban Express Cafe,Hyderabad,Biryani,Restaurant,<=15,True,15.0
REST11864,Thindi Mane Cafe Clouds,Kolkata,North Indian,Restaurant,>40,True,45.0
REST03226,Royal Thali Delight,Bengaluru,Fast Food,Restaurant,26-40,False,33.0
REST10802,Classic Biryani Heaven,Chennai,Pizza,Restaurant,16-25,True,20.5
REST03340,Madras Darshini Palace,Bengaluru,North Indian,Cloud Kitchen,16-25,False,20.5
REST08553,Bombay Tandoor Zone,Delhi,Fast Food,Restaurant,16-25,True,20.5
REST09787,Punjabi Kitchen Bhojanalay,Mumbai,Pizza,Cloud Kitchen,>40,True,45.0
REST17487,Kolkata House Clouds,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST13768,Urban Cafe Central,Hyderabad,Desserts,Restaurant,26-40,True,33.0
REST06531,Annapurna Curry Cafe,Chennai,Healthy,Restaurant,>40,False,45.0
REST19867,Tandoori Thali Central,Chennai,South Indian,Restaurant,16-25,True,20.5
REST18597,Flavours Of Darshini Mahal,Bengaluru,Chinese,Restaurant,26-40,True,33.0
REST11748,Urban Thali Delight,Delhi,Pizza,Cloud Kitchen,16-25,True,20.5
REST07016,Spicy Wraps Palace,Ahmedabad,Healthy,Restaurant,16-25,False,20.5
REST15269,Fresh Delights Heaven,Chennai,Fast Food,Cloud Kitchen,<=15,True,15.0
REST19441,Grand Sweets Point,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST07765,Punjabi Cafe Point,Delhi,Biryani,Restaurant,16-25,True,20.5
REST08909,Bombay Pizza Delight,Chennai,South Indian,Restaurant,<=15,True,15.0
REST05680,Grand Express Cafe,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST12815,Namma Paratha Nest,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST18192,Namma Sweets Cafe,Bengaluru,Biryani,Cloud Kitchen,26-40,True,33.0
REST14701,Namma Darshini Zone,Delhi,South Indian,Restaurant,<=15,True,15.0
REST08689,Urban Cafe Point,Mumbai,Pizza,Cloud Kitchen,16-25,True,20.5
REST18564,Namma Express Mahal,Hyderabad,South Indian,Cloud Kitchen,<=15,True,15.0
REST07999,Bombay Curry Adda,Kolkata,North Indian,Restaurant,<=15,True,15.0
REST08135,Namma Kitchen Palace,Bengaluru,North Indian,Restaurant,26-40,False,33.0
REST17793,Flavours Of Paratha Heaven,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST09080,Spicy Curry Delight,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST12985,Tandoori Tandoor Darbar,Kolkata,Healthy,Restaurant,26-40,True,33.0
REST13287,Thindi Mane Paratha Bhojanalay,Bengaluru,Healthy,Restaurant,>40,False,45.0
REST02344,Hot & Crispy Biryani Bhojanalay,Delhi,South Indian,Restaurant,26-40,True,33.0
REST19701,Kolkata Biryani Hub,Bengaluru,Desserts,Cloud Kitchen,16-25,False,20.5
REST04589,Royal Wraps Point,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST15424,Madras House Hub,Pune,Chinese,Restaurant,16-25,True,20.5
REST00642,Delhi Grill Stop,Bengaluru,Fast Food,Restaurant,>40,True,45.0
REST13202,Punjabi Cafe Delight,Kolkata,Desserts,Restaurant,26-40,True,33.0
REST05508,Namma Wraps Heaven,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST11211,Spicy Darshini Cafe,Kolkata,Desserts,Restaurant,>40,True,45.0
REST00967,Namma Thali Mahal,Delhi,South Indian,Restaurant,<=15,True,15.0
REST17965,Bombay Sweets Adda,Hyderabad,Pizza,Restaurant,26-40,True,33.0
REST06954,Royal Thali Hub,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST05942,Kolkata House Mahal,Pune,Biryani,Restaurant,<=15,True,15.0
REST16109,Tandoori Express Cafe,Ahmedabad,North Indian,Cloud Kitchen,16-25,True,20.5
REST07403,Spicy Wraps Hub,Delhi,Biryani,Restaurant,26-40,True,33.0
REST18584,Hot & Crispy Grill Stop,Pune,Desserts,Cloud Kitchen,16-25,True,20.5
REST16680,Hot & Crispy Curry Bhojanalay,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST01297,Flavours Of Curry Adda,Hyderabad,Desserts,Restaurant,<=15,True,15.0
REST16180,Classic Cafe Mahal,Hyderabad,South Indian,Restaurant,16-25,True,20.5
REST14958,Fresh Wraps Stop,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST10918,Spicy Mess Stop,Bengaluru,South Indian,Cloud Kitchen,<=15,True,15.0
REST04558,Namma Cafe Cafe,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST18936,Spicy Pizza Bhojanalay,Kolkata,Pizza,Cloud Kitchen,<=15,True,15.0
REST11898,Grand Grill Mahal,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST12896,Madras Biryani Central,Delhi,Biryani,Restaurant,16-25,True,20.5
REST00260,Royal Sweets Cafe,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST02045,Kolkata Cafe Clouds,Bengaluru,North Indian,Cloud Kitchen,16-25,True,20.5
REST18651,Spicy Cafe Palace,Pune,Biryani,Restaurant,26-40,True,33.0
REST12924,Bombay Pizza Delight,Pune,Fast Food,Restaurant,<=15,True,15.0
REST14801,Delhi House Adda,Ahmedabad,Chinese,Restaurant,26-40,True,33.0
REST13345,Bombay Grill Delight,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST19823,Spicy Sweets Corner,Delhi,Chinese,Cloud Kitchen,16-25,True,20.5
REST15661,Namma Thali Stop,Pune,Biryani,Cloud Kitchen,>40,False,45.0
REST03535,Kolkata Tandoor Mahal,Delhi,Pizza,Restaurant,26-40,True,33.0
REST17333,Madras Curry Clouds,Mumbai,Fast Food,Restaurant,16-25,True,20.5
REST07854,Thindi Mane Grill Darbar,Bengaluru,Pizza,Cloud Kitchen,16-25,True,20.5
REST04097,Delhi Express Zone,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST00679,Taste Of Mess Darbar,Delhi,Chinese,Restaurant,<=15,True,15.0
REST15823,Taste Of Darshini Cafe,Bengaluru,North Indian,Cloud Kitchen,26-40,True,33.0
REST09837,Fresh Biryani Stop,Mumbai,Biryani,Cloud Kitchen,16-25,True,20.5
REST18399,Royal Tandoor Delight,Chennai,North Indian,Restaurant,<=15,True,15.0
REST06061,Thindi Mane Tandoor Palace,Hyderabad,Biryani,Restaurant,16-25,True,20.5
REST11574,Delhi Mess Hub,Kolkata,Chinese,Cloud Kitchen,<=15,True,15.0
REST18613,Royal House Bhojanalay,Delhi,Biryani,Restaurant,16-25,False,20.5
REST13522,Spicy Biryani Cafe,Kolkata,South Indian,Restaurant,26-40,True,33.0
REST09509,Madras Wraps Nest,Bengaluru,Biryani,Cloud Kitchen,>40,True,45.0
REST12139,Taste Of Thali Mahal,Delhi,Biryani,Cloud Kitchen,16-25,True,20.5
REST05657,Namma Pizza Nest,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST01672,Royal Kitchen Corner,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST07036,Namma Thali Hub,Delhi,Biryani,Restaurant,<=15,True,15.0
REST05826,Urban Mess Nest,Hyderabad,Chinese,Restaurant,26-40,True,33.0
REST01268,Delhi Tandoor Point,Bengaluru,Chinese,Cloud Kitchen,<=15,False,15.0
REST16480,Madras Kitchen Central,Chennai,Desserts,Restaurant,16-25,True,20.5
REST19655,Grand Delights Heaven,Bengaluru,Fast Food,Cloud Kitchen,<=15,True,15.0
REST07316,Urban Delights Central,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST13300,Bombay Cafe Adda,Hyderabad,South Indian,Restaurant,26-40,True,33.0
REST15973,Classic Thali Clouds,Mumbai,North Indian,Cloud Kitchen,16-25,True,20.5
REST09995,Tandoori Delights Stop,Chennai,Pizza,Restaurant,<=15,False,15.0
REST18752,Namma Paratha Zone,Delhi,Biryani,Restaurant,26-40,True,33.0
REST01404,Thindi Mane Cafe Adda,Pune,North Indian,Restaurant,<=15,True,15.0
REST18950,Royal Thali Central,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST15169,Royal Pizza Mahal,Mumbai,Desserts,Cloud Kitchen,>40,True,45.0
REST08658,Spicy Sweets Adda,Kolkata,Fast Food,Restaurant,16-25,True,20.5
REST02467,Punjabi Kitchen Bhojanalay,Mumbai,South Indian,Restaurant,<=15,True,15.0
REST03564,Thindi Mane Kitchen Hub,Pune,South Indian,Restaurant,16-25,True,20.5
REST16350,Flavours Of Delights Mahal,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST06374,Classic Paratha Zone,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST01293,Grand Thali Palace,Chennai,Biryani,Restaurant,>40,True,45.0
REST11760,Bombay Tandoor Bhojanalay,Kolkata,South Indian,Restaurant,16-25,False,20.5
REST11572,Urban Tandoor Clouds,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST08926,Classic Biryani Cafe,Delhi,Chinese,Restaurant,<=15,False,15.0
REST10825,Hot & Crispy Wraps Darbar,Chennai,Chinese,Restaurant,26-40,True,33.0
REST17526,Flavours Of Grill Nest,Bengaluru,Desserts,Restaurant,26-40,True,33.0
REST19410,Hot & Crispy Mess Nest,Chennai,Desserts,Cloud Kitchen,16-25,True,20.5
REST12775,Delhi Sweets Central,Delhi,North Indian,Cloud Kitchen,<=15,True,15.0
REST08898,Madras Mess Bhojanalay,Chennai,Fast Food,Cloud Kitchen,26-40,True,33.0
REST19602,Delhi Express Bhojanalay,Delhi,Fast Food,Restaurant,>40,True,45.0
REST12960,Grand Sweets Cafe,Hyderabad,Pizza,Restaurant,26-40,True,33.0
REST07323,Taste Of Cafe Delight,Chennai,Pizza,Restaurant,<=15,True,15.0
REST17278,Hot & Crispy Pizza Point,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST18667,Grand Kitchen Delight,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST10123,Sri Sweets Nest,Chennai,Biryani,Restaurant,<=15,True,15.0
REST08131,Urban Thali Nest,Bengaluru,North Indian,Restaurant,26-40,True,33.0
REST12987,Urban Biryani Point,Hyderabad,North Indian,Restaurant,>40,True,45.0
REST18065,Taste Of Thali Central,Bengaluru,Pizza,Restaurant,<=15,True,15.0
REST14374,Kolkata Express Mahal,Ahmedabad,Chinese,Restaurant,26-40,True,33.0
REST11845,Bombay Curry Palace,Hyderabad,Desserts,Restaurant,26-40,True,33.0
REST12770,Bombay Kitchen Adda,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST18011,Grand Delights Point,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST01335,Madras Kitchen Central,Bengaluru,Biryani,Cloud Kitchen,26-40,True,33.0
REST15139,Namma Tandoor Cafe,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST05968,Punjabi Delights Hub,Mumbai,Desserts,Restaurant,16-25,True,20.5
REST12764,Annapurna Darshini Nest,Hyderabad,North Indian,Restaurant,<=15,True,15.0
REST08206,Kolkata Cafe Point,Mumbai,Biryani,Cloud Kitchen,16-25,True,20.5
REST06365,Urban Thali Delight,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST00214,Fresh Sweets Mahal,Mumbai,Healthy,Cloud Kitchen,<=15,True,15.0
REST01267,Kolkata House Delight,Mumbai,Chinese,Restaurant,26-40,True,33.0
REST14922,Delhi Curry Darbar,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST13982,Namma Mess Hub,Delhi,South Indian,Restaurant,26-40,True,33.0
REST05820,Fresh Thali Hub,Chennai,Chinese,Restaurant,26-40,True,33.0
REST01525,Thindi Mane Sweets Point,Delhi,South Indian,Cloud Kitchen,16-25,True,20.5
REST09461,Tandoori Darshini Corner,Ahmedabad,North Indian,Restaurant,<=15,True,15.0
REST09569,Taste Of Wraps Cafe,Mumbai,South Indian,Restaurant,>40,True,45.0
REST04825,Fresh Tandoor Heaven,Chennai,Fast Food,Restaurant,<=15,True,15.0
REST11811,Hot & Crispy Darshini Nest,Delhi,Healthy,Restaurant,16-25,True,20.5
REST16302,Kolkata Kitchen Delight,Kolkata,North Indian,Restaurant,16-25,True,20.5
REST07123,Grand Tandoor Zone,Mumbai,North Indian,Cloud Kitchen,>40,True,45.0
REST08569,Punjabi Paratha Clouds,Delhi,Desserts,Restaurant,16-25,True,20.5
REST13784,Taste Of Delights Clouds,Hyderabad,Chinese,Restaurant,>40,True,45.0
REST08058,Hot & Crispy Sweets Stop,Hyderabad,Healthy,Restaurant,26-40,True,33.0
REST05061,Fresh Pizza Darbar,Kolkata,Chinese,Restaurant,26-40,True,33.0
REST06810,Flavours Of Tandoor Hub,Ahmedabad,Desserts,Cloud Kitchen,16-25,True,20.5
REST12537,Fresh Darshini Delight,Mumbai,Biryani,Restaurant,<=15,True,15.0
REST18799,Spicy Cafe Cafe,Delhi,Fast Food,Restaurant,16-25,False,20.5
REST07809,Grand Grill Central,Hyderabad,South Indian,Restaurant,16-25,True,20.5
REST01173,Spicy Cafe Clouds,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST09964,Classic Darshini Cafe,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST00259,Namma Grill Adda,Hyderabad,Biryani,Restaurant,16-25,True,20.5
REST04722,Classic House Zone,Pune,North Indian,Restaurant,16-25,True,20.5
REST13683,Punjabi Pizza Stop,Kolkata,Pizza,Restaurant,>40,True,45.0
REST02303,Hot & Crispy Delights Heaven,Hyderabad,Healthy,Restaurant,26-40,False,33.0
REST07443,Delhi Darshini Heaven,Bengaluru,Biryani,Cloud Kitchen,26-40,True,33.0
REST15523,Hot & Crispy Darshini Clouds,Kolkata,Desserts,Cloud Kitchen,16-25,True,20.5
REST14696,Delhi House Heaven,Mumbai,North Indian,Restaurant,>40,False,45.0
REST05952,Kolkata Sweets Palace,Bengaluru,Chinese,Cloud Kitchen,>40,True,45.0
REST02070,Kolkata Pizza Delight,Mumbai,North Indian,Cloud Kitchen,26-40,True,33.0
REST06694,Tandoori Delights Palace,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST14163,Annapurna Wraps Hub,Bengaluru,Pizza,Restaurant,>40,True,45.0
REST11652,Sri Delights Bhojanalay,Ahmedabad,South Indian,Restaurant,26-40,True,33.0
REST17143,Tandoori Grill Stop,Kolkata,Biryani,Restaurant,16-25,True,20.5
REST05503,Grand Delights Delight,Bengaluru,Chinese,Restaurant,>40,True,45.0
REST19419,Sri Paratha Palace,Hyderabad,North Indian,Restaurant,16-25,False,20.5
REST03394,Spicy Wraps Central,Kolkata,South Indian,Restaurant,16-25,True,20.5
REST16406,Urban Cafe Hub,Pune,Pizza,Restaurant,16-25,False,20.5
REST04596,Annapurna Darshini Bhojanalay,Mumbai,Biryani,Restaurant,26-40,True,33.0
REST15999,Bombay Thali Heaven,Delhi,Chinese,Restaurant,26-40,True,33.0
REST19556,Tandoori Thali Central,Mumbai,North Indian,Restaurant,>40,True,45.0
REST02150,Annapurna Darshini Palace,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST18616,Punjabi Paratha Clouds,Bengaluru,South Indian,Restaurant,>40,True,45.0
REST02421,Madras Wraps Stop,Bengaluru,Chinese,Restaurant,26-40,True,33.0
REST08138,Flavours Of Wraps Clouds,Mumbai,Healthy,Restaurant,16-25,False,20.5
REST09413,Thindi Mane House Central,Kolkata,North Indian,Restaurant,<=15,True,15.0
REST14806,Classic Biryani Mahal,Bengaluru,Desserts,Cloud Kitchen,26-40,True,33.0
REST02177,Thindi Mane Kitchen Delight,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST09169,Kolkata Tandoor Nest,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST01042,Madras House Central,Mumbai,Fast Food,Cloud Kitchen,16-25,False,20.5
REST18895,Hot & Crispy Tandoor Darbar,Bengaluru,Chinese,Cloud Kitchen,>40,False,45.0
REST18359,Grand Grill Clouds,Mumbai,South Indian,Restaurant,>40,True,45.0
REST14988,Flavours Of Biryani Bhojanalay,Mumbai,Fast Food,Cloud Kitchen,26-40,True,33.0
REST06320,Annapurna House Cafe,Hyderabad,Chinese,Restaurant,16-25,True,20.5
REST16622,Classic Sweets Nest,Delhi,North Indian,Restaurant,16-25,True,20.5
REST00121,Kolkata Grill Darbar,Delhi,South Indian,Restaurant,26-40,True,33.0
REST10902,Sri Sweets Stop,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST08740,Sri Pizza Hub,Pune,North Indian,Restaurant,16-25,True,20.5
REST12004,Delhi Cafe Nest,Kolkata,Pizza,Restaurant,16-25,False,20.5
REST01422,Sri Sweets Cafe,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST04665,Punjabi Thali Darbar,Hyderabad,Fast Food,Restaurant,16-25,True,20.5
REST09738,Classic Curry Darbar,Delhi,Desserts,Restaurant,26-40,True,33.0
REST18292,Grand Thali Corner,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST00755,Delhi Express Nest,Delhi,Fast Food,Restaurant,<=15,True,15.0
REST02389,Urban Delights Mahal,Ahmedabad,Chinese,Cloud Kitchen,>40,True,45.0
REST15880,Namma Wraps Clouds,Pune,North Indian,Cloud Kitchen,26-40,True,33.0
REST15291,Spicy House Hub,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST05800,Thindi Mane Pizza Stop,Kolkata,Pizza,Cloud Kitchen,>40,False,45.0
REST19298,Royal Kitchen Corner,Pune,Pizza,Restaurant,<=15,True,15.0
REST02013,Thindi Mane Sweets Adda,Ahmedabad,South Indian,Restaurant,26-40,True,33.0
REST10164,Sri Curry Hub,Delhi,North Indian,Restaurant,<=15,True,15.0
REST00132,Kolkata Thali Central,Bengaluru,Pizza,Cloud Kitchen,<=15,True,15.0
REST14348,Fresh Express Cafe,Mumbai,North Indian,Restaurant,<=15,True,15.0
